id,name,pollutant,mean,median,stdev,min,max,unit,note
FR06011,Denain Villars,NO,0.684,0.5,0.756,0.0,2.75,µg-m3,1
FR06011,Denain Villars,NO2,20.785,20.525,3.34,14.875,25.775,µg-m3,1
FR06011,Denain Villars,NOX as NO2,21.726,20.987,3.929,15.025,29.975,µg-m3,1
FR06011,Denain Villars,PM10,29.629,29.337,3.264,23.0,34.9,µg-m3,2
FR06011,Denain Villars,PM2.5,13.291,12.788,2.533,10.0,18.1,µg-m3,2
FR06133,Cartignies,NO,0.346,0.15,0.434,0.0,1.475,µg-m3,1
FR06133,Cartignies,NO2,11.866,11.262,2.101,9.25,16.9,µg-m3,1
FR06133,Cartignies,O3,47.38,49.583,7.747,33.775,58.325,µg-m3,2
FR06133,Cartignies,NOX as NO2,12.379,11.5,2.695,9.25,19.2,µg-m3,1
FR06133,Cartignies,PM10,24.36,25.15,4.2,16.5,31.4,µg-m3,2
FR06133,Cartignies,PM2.5,18.185,19.263,4.828,8.6,24.0,µg-m3,2
FR06134,Saint Amand,NO,1.773,1.688,0.347,1.425,2.725,µg-m3,1
FR06134,Saint Amand,NO2,16.009,15.65,2.092,12.775,20.375,µg-m3,1
FR06134,Saint Amand,O3,32.874,34.05,5.424,22.9,40.15,µg-m3,1
FR06134,Saint Amand,NOX as NO2,18.725,18.087,2.541,15.0,24.25,µg-m3,1
FR07004,Montferrand,NO,1.184,0.95,0.566,0.55,2.45,µg-m3,1
FR07004,Montferrand,NO2,11.67,10.713,4.533,5.2,22.425,µg-m3,1
FR07004,Montferrand,O3,53.069,53.3,4.67,43.175,59.2,µg-m3,2
FR07004,Montferrand,PM10,11.734,12.212,2.651,6.925,16.45,µg-m3,1
FR07004,Montferrand,PM2.5,9.974,10.45,2.334,5.725,13.775,µg-m3,1
FR07009,Jardin Lecoq,NO,0.655,0.488,0.519,0.0,1.675,µg-m3,1
FR07009,Jardin Lecoq,NO2,15.599,15.1,3.239,10.425,21.35,µg-m3,1
FR07009,Jardin Lecoq,O3,57.405,58.288,3.962,42.3,61.3,µg-m3,2
FR07022,Paray le Fresil,NO,0.217,0.175,0.114,0.025,0.55,µg-m3,1
FR07022,Paray le Fresil,NO2,2.343,2.213,0.667,1.3,3.9,µg-m3,1
FR07022,Paray le Fresil,O3,33.217,29.975,12.027,17.75,50.55,µg-m3,2
FR07022,Paray le Fresil,NOX as NO2,2.68,2.662,0.784,1.575,4.725,µg-m3,1
FR07022,Paray le Fresil,PM10,10.181,9.738,1.756,7.675,14.1,µg/m3,1
FR07022,Paray le Fresil,PM2.5,8.955,8.825,1.543,6.625,11.675,µg-m3,1
FR07028,Les Ancizes,PM10,6.878,7.0,1.768,4.25,10.5,µg-m3,1
FR07031,Rageade,O3,71.553,72.062,2.226,67.325,74.625,µg-m3,2
FR07031,Rageade,PM10,3.642,3.263,1.282,2.3,6.8,µg-m3,1
FR07031,Rageade,PM2.5,3.576,3.25,1.246,2.275,6.625,µg-m3,1
FR07034,Clermont-Esplanade Gare,NO,4.949,5.362,3.096,0.675,10.625,µg-m3,1
FR07034,Clermont-Esplanade Gare,NO2,21.095,22.962,7.663,9.075,33.475,µg-m3,1
FR07034,Clermont-Esplanade Gare,PM10,12.214,12.288,3.572,6.425,19.1,µg-m3,1
FR07034,Clermont-Esplanade Gare,PM2.5,8.322,8.25,3.022,3.275,14.975,µg-m3,1
FR07039,Chamalières Europe,NO,9.177,10.925,6.696,0.725,19.575,µg-m3,1
FR07039,Chamalières Europe,NO2,19.746,20.875,8.55,7.0,34.475,µg-m3,1
FR07039,Chamalières Europe,PM10,10.219,9.787,3.038,4.4,16.1,µg-m3,1
FR07051,Beaulieu,NO,1.091,0.95,0.508,0.5,2.15,µg-m3,1
FR07051,Beaulieu,NO2,13.082,9.725,5.687,8.025,30.275,µg-m3,1
FR07051,Beaulieu,PM10,15.406,15.4,3.531,10.425,23.775,µg-m3,1
FR07052,Aurillac-Lagarde,NO,3.217,1.137,5.384,0.65,19.925,µg-m3,1
FR07052,Aurillac-Lagarde,NO2,16.907,15.95,8.094,4.375,31.75,µg-m3,1
FR07052,Aurillac-Lagarde,O3,40.29,37.85,19.965,11.4,76.675,µg-m3,2
FR07052,Aurillac-Lagarde,PM10,13.707,12.988,5.231,7.45,25.25,µg-m3,1
FR07052,Aurillac-Lagarde,PM2.5,11.764,10.663,5.454,4.925,23.525,µg-m3,2
FR07053,Edouard Michelin,NO,8.176,7.275,6.316,0.525,22.425,µg-m3,1
FR07053,Edouard Michelin,NO2,19.975,17.775,8.363,8.45,40.475,µg-m3,2
FR07054,Le Puy-Causans,NO,1.193,1.275,0.786,0.075,2.475,µg-m3,1
FR07054,Le Puy-Causans,NO2,16.191,16.0,5.142,5.975,27.925,µg-m3,1
FR07054,Le Puy-Causans,O3,49.695,53.9,10.591,26.65,59.35,µg-m3,2
FR07054,Le Puy-Causans,PM10,8.214,8.45,2.803,3.8,14.675,µg-m3,1
FR07056,Pays du Mezenc,O3,60.683,60.55,1.842,57.5,63.875,µg-m3,2
FR07056,Pays du Mezenc,PM10,3.285,2.7,1.133,2.35,6.4,µg-m3,1
FR07057,Moulins Centre,NO,1.345,1.275,0.896,0.175,2.825,µg-m3,1
FR07057,Moulins Centre,NO2,14.78,14.287,7.802,3.325,36.325,µg-m3,1
FR07057,Moulins Centre,O3,34.098,33.462,9.883,18.075,52.125,µg-m3,2
FR07057,Moulins Centre,PM10,16.328,15.488,4.0,11.2,25.75,µg-m3,1
FR07057,Moulins Centre,PM2.5,14.761,13.662,3.513,10.625,23.175,µg-m3,2
FR07058,Montluçon,NO,4.213,2.65,4.034,0.375,16.1,µg-m3,1
FR07058,Montluçon,NO2,24.739,23.512,10.929,5.85,49.55,µg-m3,2
FR07058,Montluçon,O3,27.734,30.462,16.36,4.4,61.1,µg-m3,2
FR07058,Montluçon,PM10,17.703,17.137,3.584,12.925,27.825,µg-m3,1
FR07058,Montluçon,PM2.5,15.672,14.725,3.319,11.9,26.05,µg-m3,2
FR07059,Vichy,NO,3.835,2.663,3.564,0.7,13.0,µg-m3,1
FR07059,Vichy,NO2,19.195,18.1,7.733,8.225,32.6,µg-m3,1
FR07059,Vichy,O3,35.004,35.8,9.858,13.375,48.7,µg-m3,1
FR07059,Vichy,PM10,16.781,15.988,5.133,9.975,30.35,µg-m3,1
FR07060,Royat Périurbaine,NO,0.384,0.338,0.201,0.075,0.9,µg-m3,1
FR07060,Royat Périurbaine,NO2,6.154,5.838,2.187,4.0,14.8,µg-m3,1
FR07060,Royat Périurbaine,O3,67.858,69.75,6.57,47.225,73.55,µg-m3,2
FR07061,Riom Périurbaine,NO,0.753,0.738,0.316,0.25,1.7,µg-m3,1
FR07061,Riom Périurbaine,NO2,9.273,8.475,3.202,4.8,17.425,µg-m3,1
FR07061,Riom Périurbaine,O3,55.588,54.2,5.73,46.125,65.05,µg-m3,2
FR07061,Riom Périurbaine,PM10,15.149,13.15,5.912,7.6,34.25,µg/m3,1
FR08003,Montpellier Chaptal,NO,4.323,2.212,5.54,0.6,20.325,µg-m3,1
FR08003,Montpellier Chaptal,NO2,20.943,16.025,14.961,6.125,56.475,µg-m3,2
FR08003,Montpellier Chaptal,NOX as NO2,27.573,19.888,22.818,7.425,82.25,µg-m3,2
FR08004,Montpellier St Denis,NO2,32.083,27.688,15.189,13.975,69.4,µg-m3,2
FR08016,Montpellier Prés d'Arènes,NO,2.683,1.438,3.309,0.433,12.625,µg-m3,1
FR08016,Montpellier Prés d'Arènes,NO2,19.877,15.463,12.875,6.7,46.5,µg-m3,2
FR08016,Montpellier Prés d'Arènes,O3,51.035,58.075,16.08,20.275,70.575,µg-m3,2
FR08016,Montpellier Prés d'Arènes,NOX as NO2,23.849,17.3,16.68,7.7,63.5,µg-m3,2
FR08016,Montpellier Prés d'Arènes,PM10,8.821,8.4,2.44,5.425,14.475,µg-m3,1
FR08016,Montpellier Prés d'Arènes,PM2.5,6.102,5.737,1.807,3.55,8.575,µg-m3,1
FR08017,Montpellier Périurbaine Sud (Lattes),O3,53.042,65.5,21.545,13.125,76.175,µg-m3,2
FR08018,Montpellier St Gely,O3,57.791,63.938,15.586,22.65,75.5,µg-m3,2
FR08020,Lunel Viel,NO,0.683,0.613,0.469,0.05,1.825,µg-m3,1
FR08020,Lunel Viel,NO2,5.858,5.463,1.874,3.25,10.375,µg-m3,1
FR08020,Lunel Viel,NOX as NO2,6.86,6.45,2.157,4.25,12.25,µg-m3,1
FR08020,Lunel Viel,PM10,6.595,5.625,3.747,2.2,14.7,µg-m3,1
FR08020,Lunel Viel,PM2.5,4.398,4.0,2.539,1.3,10.0,µg-m3,1
FR08022,Agathois-piscénois,NO,0.01,0.0,0.022,0.0,0.05,µg-m3,1
FR08022,Agathois-piscénois,NO2,6.86,4.062,5.871,1.9,23.0,µg-m3,1
FR08022,Agathois-piscénois,O3,48.942,46.996,8.943,34.05,66.4,µg-m3,2
FR08022,Agathois-piscénois,NOX as NO2,6.899,3.875,6.015,1.7,23.65,µg-m3,1
FR08023,Biterrois-Narbonnais,O3,51.586,48.125,10.747,35.0,72.275,µg-m3,2
FR08030,Pompignane,NO,9.471,5.0,12.306,1.075,47.25,µg-m3,1
FR08030,Pompignane,NO2,21.37,17.45,15.506,6.275,52.225,µg-m3,2
FR08030,Pompignane,NOX as NO2,35.888,27.737,32.239,7.925,121.0,µg-m3,4
FR08030,Pompignane,PM10,13.472,13.2,3.786,9.4,21.2,µg-m3,1
FR08030,Pompignane,PM2.5,8.728,9.1,2.541,3.925,13.6,µg-m3,1
FR08209,Gard Rhodanien2,O3,62.406,61.862,2.583,58.425,67.65,µg-m3,2
FR08614,Nimes Gauzy,NO,0.593,0.6,0.324,0.025,1.2,µg-m3,1
FR08614,Nimes Gauzy,NO2,6.641,6.638,1.451,4.275,9.675,µg-m3,1
FR08614,Nimes Gauzy,O3,65.064,65.2,4.157,56.8,72.45,µg-m3,2
FR08614,Nimes Gauzy,NOX as NO2,7.332,7.112,1.539,5.1,10.475,µg-m3,1
FR08614,Nimes Gauzy,PM10,8.257,8.075,2.865,4.175,12.925,µg-m3,1
FR08614,Nimes Gauzy,PM2.5,5.444,4.112,2.535,2.85,10.375,µg/m3,1
FR08616,Nimes Planas,NO2,13.14,11.438,4.705,7.75,22.075,µg-m3,1
FR08616,Nimes Planas,PM10,9.979,8.913,3.679,4.8,18.0,µg-m3,1
FR08617,Nimes La Calmette,O3,69.407,70.65,4.472,60.4,74.55,µg-m3,2
FR08712,Perpignan St Esteve,O3,73.326,73.775,8.184,53.625,83.05,µg-m3,2
FR08713,Perpignan Rigaud,NO,2.485,2.138,2.215,0.35,11.425,µg/m3,1
FR08713,Perpignan Rigaud,NO2,19.329,11.488,16.941,4.225,69.025,µg/m3,2
FR08713,Perpignan Rigaud,NOX as NO2,23.135,15.275,19.655,4.85,86.45,µg/m3,2
FR08713,Perpignan Rigaud,PM10,8.045,4.713,5.488,3.1,17.8,µg/m3,1
FR08714,Perpignan Les Carmes,NO,3.711,3.188,3.184,0.267,12.575,µg-m3,1
FR08714,Perpignan Les Carmes,NO2,21.173,12.262,18.423,4.033,59.375,µg/m3,2
FR08714,Perpignan Les Carmes,O3,62.06,67.737,17.149,24.825,83.25,µg-m3,2
FR08714,Perpignan Les Carmes,NOX as NO2,26.861,17.55,22.893,4.433,77.15,µg-m3,2
FR08714,Perpignan Les Carmes,PM10,7.401,6.3,4.172,2.0,17.3,µg-m3,1
FR08714,Perpignan Les Carmes,PM2.5,4.229,2.487,3.798,0.8,11.7,µg-m3,1
FR09003,place de VERDUN,NO,10.318,5.013,10.665,1.825,38.6,µg-m3,1
FR09003,place de VERDUN,NO2,15.625,15.188,7.585,6.65,36.975,µg-m3,1
FR09003,place de VERDUN,O3,47.342,50.2,9.768,29.625,63.575,µg-m3,2
FR09003,place de VERDUN,NOX as NO2,30.802,25.225,22.42,9.425,94.225,µg-m3,3
FR09003,place de VERDUN,PM10,16.436,17.025,3.886,10.675,24.275,µg-m3,1
FR09003,place de VERDUN,PM2.5,12.25,12.2,2.986,6.3,17.3,µg-m3,2
FR09008,Aytré,NO,0.419,0.2,0.571,0.0,2.325,µg-m3,1
FR09008,Aytré,NO2,7.588,6.821,2.307,4.8,12.95,µg-m3,1
FR09008,Aytré,O3,47.936,47.65,9.801,34.15,64.25,µg-m3,2
FR09008,Aytré,NOX as NO2,8.164,7.058,2.986,4.775,16.55,µg-m3,1
FR09008,Aytré,PM10,17.45,17.85,4.836,9.35,26.15,µg-m3,1
FR09015,Les Couronneries,NO,2.378,1.087,2.753,0.2,9.0,µg-m3,1
FR09015,Les Couronneries,NO2,12.981,9.137,8.306,4.55,31.175,µg-m3,1
FR09015,Les Couronneries,O3,49.911,59.2,16.271,23.5,69.85,µg-m3,2
FR09015,Les Couronneries,NOX as NO2,16.622,10.738,12.175,4.85,42.55,µg-m3,2
FR09015,Les Couronneries,PM10,18.788,18.388,3.691,11.75,25.425,µg-m3,1
FR09103,Square Pablo Casals,NO,1.431,1.012,1.31,0.033,4.975,µg-m3,1
FR09103,Square Pablo Casals,NO2,10.949,10.275,3.527,6.1,20.2,µg-m3,1
